The amount of steps is wrong: 12001 is not 0
  In (0,29), the ground is expected to be white, but it is black.
  In (102,24), the ground is expected to be orange, but it is black.
  In (102,25), the ground is expected to be blue, but it is white.
  In (102,26), the ground is expected to be pink, but it is blue.
  In (102,27), the ground is expected to be dark grey, but it is green.
  In (102,28), the ground is expected to be blue, but it is orange.
  In (102,29), the ground is expected to be light grey, but it is pink.
  In (102,30), the ground is expected to be orange, but it is cyan.
  In (102,31), the ground is expected to be orange, but it is red.
  In (102,32), the ground is expected to be dark grey, but it is red.
  In (102,33), the ground is expected to be dark grey, but it is black.
  In (102,34), the ground is expected to be blue, but it is black.
  In (102,35), the ground is expected to be white, but it is red.
  In (102,36), the ground is expected to be magenta, but it is grey.
  In (102,37), the ground is expected to be green, but it is orange.
  In (102,38), the ground is expected to be cyan, but it is green.
  In (102,39), the ground is expected to be green, but it is orange.
  In (102,40), the ground is expected to be pink, but it is orange.
  In (102,41), the ground is expected to be magenta, but it is black.
  In (102,42), the ground is expected to be blue, but it is black.
  In (102,43), the ground is expected to be red, but it is black.
  In (102,44), the ground is expected to be light grey, but it is black.
  In (102,45), the ground is expected to be red, but it is black.
  In (102,46), the ground is expected to be magenta, but it is cyan.
  In (102,47), the ground is expected to be blue, but it is orange.
  In (102,48), the ground is expected to be orange, but it is pink.
  In (102,49), the ground is expected to be blue, but it is dark grey.
  In (102,50), the ground is expected to be white, but it is red.
  In (102,51), the ground is expected to be dark grey, but it is light grey.
  In (102,52), the ground is expected to be cyan, but it is pink.
  In (102,53), the ground is expected to be white, but it is cyan.
  In (102,54), the ground is expected to be white, but it is cyan.
  In (102,55), the ground is expected to be white, but it is magenta.
  In (102,56), the ground is expected to be white, but it is red.
  In (102,57), the ground is expected to be white, but it is red.
  In (102,58), the ground is expected to be white, but it is orange.
  In (102,59), the ground is expected to be white, but it is cyan.
  In (103,0), the ground is expected to be white, but it is black.
  In (103,6), the ground is expected to be white, but it is black.
  In (103,7), the ground is expected to be white, but it is blue.
  In (103,8), the ground is expected to be white, but it is red.
  In (103,9), the ground is expected to be white, but it is black.
  In (103,10), the ground is expected to be white, but it is red.
  In (103,11), the ground is expected to be white, but it is pink.
  In (103,12), the ground is expected to be black, but it is white.
  In (103,13), the ground is expected to be green, but it is blue.
  In (103,15), the ground is expected to be cyan, but it is red.
  In (103,16), the ground is expected to be orange, but it is magenta.
  In (103,17), the ground is expected to be dark grey, but it is white.
  In (103,18), the ground is expected to be cyan, but it is dark grey.
  In (103,19), the ground is expected to be light grey, but it is magenta.
  In (103,20), the ground is expected to be black, but it is grey.
  In (103,21), the ground is expected to be light grey, but it is pink.
  In (103,22), the ground is expected to be magenta, but it is white.
  In (103,23), the ground is expected to be white, but it is pink.
  In (103,24), the ground is expected to be green, but it is grey.
  In (103,25), the ground is expected to be dark grey, but it is orange.
  In (103,26), the ground is expected to be black, but it is white.
  In (103,27), the ground is expected to be orange, but it is red.
  In (103,28), the ground is expected to be white, but it is red.
  In (103,29), the ground is expected to be orange, but it is cyan.
  In (103,30), the ground is expected to be dark grey, but it is blue.
  In (103,31), the ground is expected to be dark grey, but it is white.
  In (103,32), the ground is expected to be cyan, but it is light grey.
  In (103,34), the ground is expected to be light grey, but it is black.
  In (103,35), the ground is expected to be green, but it is white.
  In (103,36), the ground is expected to be white, but it is light grey.
  In (103,37), the ground is expected to be dark grey, but it is white.
  In (103,38), the ground is expected to be magenta, but it is red.
  In (103,39), the ground is expected to be white, but it is magenta.
  In (103,40), the ground is expected to be pink, but it is orange.
  In (103,41), the ground is expected to be orange, but it is grey.
  In (103,42), the ground is expected to be pink, but it is black.
  In (103,43), the ground is expected to be blue, but it is pink.
  In (103,44), the ground is expected to be blue, but it is pink.
  In (103,45), the ground is expected to be black, but it is magenta.
  In (103,47), the ground is expected to be blue, but it is cyan.
  In (103,48), the ground is expected to be orange, but it is light grey.
  In (103,50), the ground is expected to be white, but it is orange.
  In (103,51), the ground is expected to be magenta, but it is light grey.
  In (103,52), the ground is expected to be blue, but it is pink.
  In (103,53), the ground is expected to be white, but it is black.
  In (103,54), the ground is expected to be white, but it is cyan.
  In (103,55), the ground is expected to be white, but it is grey.
  In (103,56), the ground is expected to be white, but it is orange.
  In (103,57), the ground is expected to be white, but it is red.
  In (103,58), the ground is expected to be white, but it is orange.
  In (103,59), the ground is expected to be white, but it is cyan.
  In (104,0), the ground is expected to be white, but it is black.
  In (104,6), the ground is expected to be white, but it is black.
  In (104,7), the ground is expected to be white, but it is blue.
  In (104,8), the ground is expected to be white, but it is red.
  In (104,10), the ground is expected to be white, but it is black.
  In (104,11), the ground is expected to be white, but it is orange.
  In (104,12), the ground is expected to be black, but it is light grey.
  In (104,13), the ground is expected to be black, but it is dark grey.
  In (104,14), the ground is expected to be black, but it is grey.
  In (104,15), the ground is expected to be black, but it is blue.
  In (104,16), the ground is expected to be black, but it is dark grey.
  In (104,17), the ground is expected to be green, but it is grey.
  In (104,18), the ground is expected to be magenta, but it is blue.
  In (104,19), the ground is expected to be magenta, but it is pink.
  In (104,20), the ground is expected to be grey, but it is black.
  In (104,21), the ground is expected to be light grey, but it is pink.
