The amount of steps is wrong: 83420 is not 0
  In (3,49), the ground is expected to be yellow, but it is white.
  In (50,59), the ground is expected to be yellow, but it is java.awt.Color[r=187,g=143,b=55].
  In (50,60), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (50,61), the ground is expected to be yellow, but it is pink.
  In (50,62), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (50,63), the ground is expected to be yellow, but it is java.awt.Color[r=65,g=79,b=180].
  In (50,64), the ground is expected to be yellow, but it is java.awt.Color[r=82,g=208,b=110].
  In (50,65), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (50,66), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (50,67), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (50,68), the ground is expected to be white, but it is yellow.
  In (50,69), the ground is expected to be white, but it is yellow.
  In (50,70), the ground is expected to be white, but it is magenta.
  In (50,71), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (50,72), the ground is expected to be white, but it is light grey.
  In (50,73), the ground is expected to be white, but it is black.
  In (50,74), the ground is expected to be white, but it is green.
  In (50,75), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (50,76), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (50,77), the ground is expected to be white, but it is blue.
  In (50,78), the ground is expected to be white, but it is grey.
  In (50,79), the ground is expected to be white, but it is magenta.
  In (50,80), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (50,81), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (50,82), the ground is expected to be white, but it is pink.
  In (50,83), the ground is expected to be white, but it is magenta.
  In (50,84), the ground is expected to be white, but it is blue.
  In (51,14), the ground is expected to be yellow, but it is white.
  In (51,15), the ground is expected to be yellow, but it is white.
  In (51,18), the ground is expected to be yellow, but it is white.
  In (51,19), the ground is expected to be yellow, but it is white.
  In (51,22), the ground is expected to be white, but it is cyan.
  In (51,23), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (51,24), the ground is expected to be yellow, but it is java.awt.Color[r=82,g=208,b=110].
  In (51,25), the ground is expected to be yellow, but it is java.awt.Color[r=127,g=99,b=41].
  In (51,26), the ground is expected to be yellow, but it is java.awt.Color[r=127,g=99,b=41].
  In (51,28), the ground is expected to be white, but it is black.
  In (51,29), the ground is expected to be white, but it is yellow.
  In (51,30), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (51,31), the ground is expected to be white, but it is magenta.
  In (51,32), the ground is expected to be white, but it is grey.
  In (51,33), the ground is expected to be white, but it is yellow.
  In (51,34), the ground is expected to be white, but it is grey.
  In (51,35), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (51,36), the ground is expected to be white, but it is light grey.
  In (51,37), the ground is expected to be yellow, but it is green.
  In (51,38), the ground is expected to be yellow, but it is green.
  In (51,39), the ground is expected to be yellow, but it is orange.
  In (51,40), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (51,41), the ground is expected to be yellow, but it is java.awt.Color[r=127,g=99,b=41].
  In (51,42), the ground is expected to be yellow, but it is black.
  In (51,43), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (51,44), the ground is expected to be yellow, but it is green.
  In (51,45), the ground is expected to be white, but it is green.
  In (51,46), the ground is expected to be white, but it is blue.
  In (51,47), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (51,48), the ground is expected to be white, but it is pink.
  In (51,49), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (51,50), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (51,51), the ground is expected to be white, but it is java.awt.Color[r=82,g=208,b=110].
  In (51,52), the ground is expected to be white, but it is dark grey.
  In (51,53), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (51,54), the ground is expected to be white, but it is pink.
  In (51,55), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (51,56), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (51,57), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (51,59), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (51,60), the ground is expected to be white, but it is pink.
  In (51,61), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (51,62), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (51,63), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (51,64), the ground is expected to be yellow, but it is java.awt.Color[r=244,g=184,b=202].
  In (51,65), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (51,66), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (51,67), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (51,68), the ground is expected to be white, but it is orange.
  In (51,69), the ground is expected to be white, but it is pink.
  In (51,70), the ground is expected to be white, but it is light grey.
  In (51,71), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (51,72), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (51,73), the ground is expected to be white, but it is orange.
  In (51,74), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (51,75), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (51,76), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (51,77), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (51,78), the ground is expected to be white, but it is pink.
  In (51,79), the ground is expected to be white, but it is dark grey.
  In (51,80), the ground is expected to be white, but it is orange.
  In (51,81), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (51,82), the ground is expected to be white, but it is magenta.
  In (51,83), the ground is expected to be white, but it is magenta.
  In (51,84), the ground is expected to be white, but it is orange.
  In (51,85), the ground is expected to be white, but it is yellow.
  In (52,16), the ground is expected to be yellow, but it is white.
  In (52,17), the ground is expected to be yellow, but it is white.
  In (52,18), the ground is expected to be yellow, but it is white.
  In (52,22), the ground is expected to be white, but it is cyan.
  In (52,23), the ground is expected to be white, but it is pink.
  In (52,24), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (52,25), the ground is expected to be white, but it is java.awt.Color[r=82,g=208,b=110].
  In (52,26), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (52,27), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (52,28), the ground is expected to be white, but it is light grey.
  In (52,29), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (52,30), the ground is expected to be white, but it is blue.
  In (52,31), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (52,32), the ground is expected to be white, but it is grey.
  In (52,33), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (52,34), the ground is expected to be white, but it is yellow.
  In (52,35), the ground is expected to be white, but it is black.
  In (52,36), the ground is expected to be yellow, but it is dark grey.
  In (52,37), the ground is expected to be yellow, but it is white.
  In (52,38), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (52,39), the ground is expected to be white, but it is red.
  In (52,40), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (52,41), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (52,42), the ground is expected to be yellow, but it is light grey.
  In (52,43), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (52,44), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (52,45), the ground is expected to be white, but it is green.
  In (52,46), the ground is expected to be white, but it is cyan.
  In (52,47), the ground is expected to be white, but it is magenta.
  In (52,48), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (52,49), the ground is expected to be white, but it is cyan.
  In (52,50), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (52,51), the ground is expected to be white, but it is magenta.
  In (52,52), the ground is expected to be white, but it is pink.
  In (52,53), the ground is expected to be white, but it is blue.
  In (52,54), the ground is expected to be white, but it is pink.
  In (52,55), the ground is expected to be white, but it is cyan.
